CCSR Category,CCSR Category Description,Clinical Domain,ICD-10-PCS Root Operations,ICD-10-PCS Body Parts,ICD-10-PCS Devices,ICD-10-PCS Approaches
RES008,"Lung, pleura, or diaphragm resection (open and thoracoscopic)",Respiratory System Procedures,"Excision, Resection, Destruction, Extraction","""Upper Lung Lobe, Right"", ""Upper Lung Lobe, Left"", ""Lower Lung Lobe, Right"", ""Lower Lung Lobe, Left"", ""Pleura, Right"", ""Middle Lung Lobe, Right"", ""Pleura, Left"", Diaphragm, Trachea, ""Lung, Right"", ""Lung, Left"", Lung Lingula, ""Upper Lobe Bronchus, Right"", ""Upper Lobe Bronchus, Left"", ""Lower Lobe Bronchus, Right"", ""Middle Lobe Bronchus, Right"", ""Lower Lobe Bronchus, Left"", ""Main Bronchus, Right"", ""Lungs, Bilateral"", ""Main Bronchus, Left"", Lingula Bronchus, Carina",No Device,"Percutaneous Endoscopic, Open"
RES009,Bronchoscopic excision and fulguration,Respiratory System Procedures,"Destruction, Excision, Extraction","Trachea, ""Main Bronchus, Right"", ""Main Bronchus, Left"", ""Upper Lung Lobe, Right"", ""Upper Lung Lobe, Left"", ""Lower Lung Lobe, Right"", ""Lower Lung Lobe, Left"", ""Lower Lobe Bronchus, Right"", ""Upper Lobe Bronchus, Left"", ""Upper Lobe Bronchus, Right"", ""Lower Lobe Bronchus, Left"", ""Middle Lung Lobe, Right"", ""Middle Lobe Bronchus, Right"", ""Pleura, Right"", Carina, ""Pleura, Left"", ""Lung, Right"", ""Lung, Left"", Lung Lingula, Lingula Bronchus, ""Lungs, Bilateral"", Diaphragm",No Device,"Via Natural or Artificial Opening Endoscopic, Percutaneous, Via Natural or Artificial Opening"
RES010,Tracheostomy,Respiratory System Procedures,"Bypass, Change, Removal, Revision, Insertion",Trachea,"Tracheostomy Device, ""Intraluminal Device, Endotracheal Airway""","Open, Percutaneous, External, Percutaneous Endoscopic, Via Natural or Artificial Opening Endoscopic, Via Natural or Artificial Opening"
RES011,Diaphragmatic hernia repair,Respiratory System Procedures,"Repair, Supplement",Diaphragm,"No Device, Synthetic Substitute, Nonautologous Tissue Substitute, Autologous Tissue Substitute","Percutaneous Endoscopic, Open, Percutaneous"
RES012,Release of lung and pleura,Respiratory System Procedures,Release,"""Lung, Right"", ""Lung, Left"", ""Lower Lung Lobe, Right"", ""Lower Lung Lobe, Left"", ""Upper Lung Lobe, Right"", ""Upper Lung Lobe, Left"", ""Middle Lung Lobe, Right"", ""Pleura, Right"", ""Pleura, Left"", Diaphragm, ""Lungs, Bilateral"", Trachea, Lung Lingula, ""Upper Lobe Bronchus, Right"", ""Main Bronchus, Right"", ""Lower Lobe Bronchus, Left"", ""Main Bronchus, Left"", ""Middle Lobe Bronchus, Right"", ""Upper Lobe Bronchus, Left"", ""Lower Lobe Bronchus, Right"", Lingula Bronchus",No Device,"Percutaneous Endoscopic, Open, Via Natural or Artificial Opening Endoscopic, Percutaneous"
RES013,Lung transplant,Respiratory System Procedures,Transplantation,"""Lungs, Bilateral"", ""Lung, Right"", ""Lung, Left"", ""Lower Lung Lobe, Left""",No Device,Open
RES014,"Respiratory system procedures, NEC",Respiratory System Procedures,"Removal, Change, Dilation, Extirpation, Insertion, Repair, Drainage, Supplement, Bypass, Occlusion, Revision, Reposition, Replacement, Restriction","Trachea, ""Lung, Right"", ""Lung, Left"", ""Main Bronchus, Right"", ""Main Bronchus, Left"", ""Lower Lung Lobe, Right"", ""Upper Lobe Bronchus, Right"", ""Upper Lobe Bronchus, Left"", ""Lower Lung Lobe, Left"", ""Pleural Cavity, Right"", ""Lower Lobe Bronchus, Left"", ""Lower Lobe Bronchus, Right"", ""Middle Lobe Bronchus, Right"", ""Upper Lung Lobe, Left"", Respiratory Tract, ""Upper Lung Lobe, Right"", ""Pleural Cavity, Left"", ""Middle Lung Lobe, Right"", Diaphragm, Tracheobronchial Tree, Lingula Bronchus, ""Pleura, Right"", ""Pleura, Left"", Carina, ""Lungs, Bilateral"", Pleura, Lung Lingula","No Device, Intraluminal Device, ""Intraluminal Device, Endotracheal Airway"", ""Intraluminal Device, Endobronchial Valve"", Infusion Device, Drainage Device, Other Device, Autologous Tissue Substitute, Synthetic Substitute, Nonautologous Tissue Substitute, Diaphragmatic Pacemaker Lead, Extraluminal Device, Monitoring Device","External, Via Natural or Artificial Opening Endoscopic, Open, Percutaneous Endoscopic, Percutaneous, Via Natural or Artificial Opening"
RHB001,"Physical, occupational, and respiratory therapy evaluation","Rehabilitation, Evaluation, and Treatment","Motor and/or Nerve Function Assessment, Activities of Daily Living Assessment","None, Musculoskeletal System - Lower Back / Lower Extremity, Musculoskeletal System - Whole Body, Musculoskeletal System - Upper Back / Upper Extremity, Neurological System - Whole Body, Neurological System - Lower Back / Lower Extremity, Neurological System - Upper Back / Upper Extremity, Neurological System - Head and Neck, Integumentary System - Lower Back / Lower Extremity, Respiratory System - Whole Body, Musculoskeletal System - Head and Neck","None, ""Assistive, Adaptive, Supportive or Protective"", Other Equipment, Somatosensory, Augmentative / Alternative Communication, Electrophysiologic, Prosthesis","Gait and/or Balance, Transfer, Dressing, Home Management, Grooming/Personal Hygiene, Bed Mobility, Bathing/Showering, Muscle Performance, Feeding/Eating, Range of Motion and Joint Integrity, Motor Function, Wheelchair Mobility, ""Environmental, Home and Work Barriers"", Ergonomics and Body Mechanics, Somatosensory Evoked Potentials, Sensory Awareness/Processing/Integrity, Psychosocial Skills, Vocational Activities and Functional Community or Work Reintegration Skills, Coordination/Dexterity, Pain, Perceptual Processing, Neuromotor Development, Facial Nerve Function, Visual Motor Integration, Integumentary Integrity, ""Ventilation, Respiration and Circulation"", Cranial Nerve Integrity"
RHB002,"Physical, occupational, and respiratory therapy treatment","Rehabilitation, Evaluation, and Treatment","Motor Treatment, Activities of Daily Living Treatment, Caregiver Training, Vestibular Treatment, Device Fitting","None, Musculoskeletal System - Whole Body, Musculoskeletal System - Lower Back / Lower Extremity, Musculoskeletal System - Upper Back / Upper Extremity, Neurological System - Whole Body, Integumentary System - Lower Back / Lower Extremity, Circulatory System - Head and Neck, Integumentary System - Upper Back / Upper Extremity, Integumentary System - Whole Body, Neurological System - Upper Back / Upper Extremity, Neurological System - Lower Back / Lower Extremity, Integumentary System - Head and Neck, Circulatory System - Whole Body, Respiratory System - Whole Body, Musculoskeletal System - Head and Neck, Neurological System - Head and Neck, Genitourinary System, Circulatory System - Upper Back / Upper Extremity, Circulatory System - Lower Back / Lower Extremity, Respiratory System - Head and Neck, Respiratory System - Lower Back / Lower Extremity, Respiratory System - Upper Back / Upper Extremity","None, ""Assistive, Adaptive, Supportive or Protective"", Other Equipment, Aerobic Endurance and Conditioning, Physical Agents, Mechanical, Prosthesis, Orthosis, Electrotherapeutic, Mechanical or Electromechanical","Gait Training/Functional Ambulation, Transfer Training, Grooming/Personal Hygiene, Bed Mobility, Dressing Techniques, Bathing/Showering Techniques, Therapeutic Exercise, Home Management, Feeding/Eating, Range of Motion and Joint Mobility, Wheelchair Mobility, Manual Therapy Techniques, Muscle Performance, Coordination/Dexterity, Vocational Activities and Functional Community or Work Reintegration Skills, Motor Function, Wound Management, Psychosocial Skills, Transfer, Dressing, Bathing/Showering Technique, Postural Control, Feeding and Eating, Communication Skills, Prosthesis, Static Orthosis, ""Assistive, Adaptive, Supportive or Protective Devices"", Dynamic Orthosis, ""Application, Proper Use and Care of Orthoses"""
RHB003,Speech therapy evaluation,"Rehabilitation, Evaluation, and Treatment",Speech Assessment,"None, Neurological System - Whole Body","None, Swallowing, Other Equipment, Audiovisual, Speech Prosthesis","Communicative/Cognitive Integration Skills, Bedside Swallowing and Oral Function, Instrumental Swallowing and Oral Function, Speech and/or Language Screening, Aphasia, Receptive/Expressive Language, Motor Speech, Voice, Fluency, Augmentative/Alternative Communication System, Speech Threshold, Other Specified Central Auditory Processing, Voice Prosthetic, Orofacial Myofunctional, Articulation/Phonology"
RHB004,Speech therapy treatment,"Rehabilitation, Evaluation, and Treatment","Speech Treatment, Device Fitting","None, Neurological System - Whole Body","None, Other Equipment, Audiovisual, Speech Prosthesis, Augmentative / Alternative Communication, Voice Analysis, Computer","Communicative/Cognitive Integration Skills, Swallowing Dysfunction, Receptive/Expressive Language, Aphasia, Motor Speech, Voice, Speech-Language Pathology and Related Disorders Counseling, Speech-Language Pathology and Related Disorders Prevention, Articulation/Phonology, Fluency, Voice Prosthetic, Nonspoken Language, Aural Rehabilitation, Orofacial Myofunctional"
SKB001,Skin biopsy and diagnostic drainage,Skin and Breast Procedures,"Excision, Drainage, Inspection","""Skin, Left Lower Leg"", ""Skin, Right Lower Leg"", ""Skin, Abdomen"", ""Breast, Right"", ""Breast, Left"", ""Skin, Chest"", ""Skin, Right Upper Leg"", ""Skin, Left Upper Leg"", ""Skin, Back"", ""Skin, Left Upper Arm"", ""Skin, Right Upper Arm"", ""Skin, Left Lower Arm"", ""Skin, Right Lower Arm"", ""Skin, Right Foot"", ""Skin, Face"", ""Skin, Left Foot"", ""Skin, Buttock"", ""Skin, Neck"", ""Skin, Scalp"", ""Skin, Left Hand"", ""Skin, Right Hand"", ""Skin, Inguinal"", ""Skin, Perineum"", Skin, ""Breast, Bilateral"", ""Nipple, Left"", ""Nipple, Right"", ""Skin, Left Ear"", ""Skin, Right Ear""",No Device,"External, Percutaneous, Open, Via Natural or Artificial Opening Endoscopic, Via Natural or Artificial Opening"
SKB002,Incision and drainage of skin,Skin and Breast Procedures,"Drainage, Removal, Change","""Skin, Buttock"", ""Breast, Right"", ""Skin, Right Hand"", ""Breast, Left"", ""Skin, Right Foot"", ""Skin, Left Foot"", ""Skin, Left Hand"", ""Skin, Right Lower Leg"", ""Skin, Left Lower Leg"", ""Skin, Abdomen"", ""Skin, Right Lower Arm"", ""Skin, Face"", ""Skin, Left Lower Arm"", ""Skin, Back"", ""Skin, Right Upper Leg"", ""Skin, Left Upper Leg"", ""Skin, Perineum"", ""Skin, Left Upper Arm"", ""Skin, Neck"", ""Skin, Inguinal"", ""Skin, Right Upper Arm"", ""Skin, Chest"", ""Skin, Scalp"", ""Breast, Bilateral"", ""Skin, Left Ear"", ""Skin, Right Ear"", ""Nipple, Left"", Skin, ""Nipple, Right""","No Device, Drainage Device","External, Open, Percutaneous, Via Natural or Artificial Opening"
SKB003,Mastectomy and lumpectomy,Skin and Breast Procedures,"Resection, Excision, Extraction, Destruction","""Breast, Bilateral"", ""Breast, Left"", ""Breast, Right"", ""Nipple, Right"", ""Nipple, Left"", Supernumerary Breast",No Device,"Open, External, Percutaneous"
SKB004,Breast reconstruction,Skin and Breast Procedures,"Replacement, Removal, Insertion, Supplement, Revision, Change","""Breast, Bilateral"", ""Breast, Left"", ""Breast, Right"", ""Nipple, Left"", ""Nipple, Right""","Tissue Expander, Autologous Tissue Substitute, Synthetic Substitute, Nonautologous Tissue Substitute, Other Device","Open, Percutaneous, External, Via Natural or Artificial Opening"
SKB005,Perineal skin repair (1st degree obstetrical and other),Skin and Breast Procedures,Repair,"""Skin, Perineum""",No Device,External
SKB006,Skin laceration repair (excluding perineum),Skin and Breast Procedures,Repair,"""Skin, Face"", ""Skin, Scalp"", ""Skin, Left Lower Arm"", ""Skin, Right Lower Arm"", ""Skin, Right Lower Leg"", ""Skin, Left Lower Leg"", ""Skin, Right Hand"", ""Skin, Left Hand"", ""Skin, Abdomen"", ""Skin, Right Foot"", ""Skin, Left Foot"", ""Skin, Chest"", ""Skin, Neck"", ""Skin, Left Upper Arm"", ""Skin, Right Upper Arm"", ""Skin, Back"", ""Skin, Left Upper Leg"", ""Skin, Right Ear"", ""Skin, Left Ear"", ""Skin, Right Upper Leg"", ""Skin, Buttock"", ""Skin, Inguinal""",No Device,External
SKB007,Skin graft,Skin and Breast Procedures,"Replacement, Transfer","""Skin, Right Foot"", ""Skin, Left Lower Leg"", ""Skin, Left Foot"", ""Skin, Right Lower Leg"", ""Skin, Left Lower Arm"", ""Skin, Right Hand"", ""Skin, Right Lower Arm"", ""Skin, Left Hand"", ""Skin, Left Upper Leg"", ""Skin, Right Upper Leg"", ""Skin, Face"", ""Skin, Abdomen"", ""Skin, Chest"", ""Skin, Right Upper Arm"", ""Skin, Left Upper Arm"", ""Skin, Neck"", ""Skin, Back"", ""Skin, Scalp"", ""Skin, Buttock"", ""Skin, Inguinal"", ""Skin, Perineum"", Skin, ""Skin, Left Ear"", ""Skin, Right Ear""","Autologous Tissue Substitute, Nonautologous Tissue Substitute, No Device, Synthetic Substitute, ""Skin Substitute, Porcine Liver Derived""",External
SKB008,Skin excision and debridement,Skin and Breast Procedures,"Excision, Extraction, Destruction","""Skin, Left Upper Leg"", ""Skin, Right Upper Leg"", ""Skin, Right Foot"", ""Skin, Abdomen"", ""Skin, Left Foot"", ""Skin, Left Lower Leg"", ""Skin, Right Lower Leg"", ""Skin, Back"", ""Skin, Left Hand"", ""Skin, Right Hand"", ""Skin, Chest"", ""Skin, Face"", ""Skin, Perineum"", ""Skin, Buttock"", ""Skin, Left Lower Arm"", ""Skin, Inguinal"", ""Skin, Right Lower Arm"", ""Skin, Neck"", ""Skin, Right Upper Arm"", ""Skin, Left Upper Arm"", ""Skin, Scalp"", ""Skin, Right Ear"", ""Skin, Left Ear""",No Device,External
SKB009,Nail procedures,Skin and Breast Procedures,"Excision, Extraction, Resection, Repair, Drainage, Replacement, Extirpation, Destruction","Toe Nail, Finger Nail","No Device, Autologous Tissue Substitute, Nonautologous Tissue Substitute, Synthetic Substitute, Drainage Device",External
SKB010,"Skin and breast procedures, NEC",Skin and Breast Procedures,"Extirpation, Release, Other Procedures, Reposition, Division, Repair, Removal, Revision, Reattachment, Insertion, Change, Extraction","""Breast, Left"", ""Breast, Right"", ""Breast, Bilateral"", Skin, ""Skin, Abdomen"", Trunk Region, Head and Neck Region, Lower Extremity, ""Skin, Right Foot"", ""Skin, Right Lower Leg"", ""Skin, Left Lower Leg"", ""Skin, Face"", ""Skin, Left Foot"", ""Skin, Scalp"", ""Skin, Chest"", Upper Extremity, ""Skin, Neck"", ""Skin, Left Upper Arm"", ""Skin, Right Hand"", ""Skin, Left Hand"", ""Nipple, Left"", ""Nipple, Right"", ""Skin, Right Lower Arm"", ""Skin, Left Upper Leg"", ""Skin, Perineum"", ""Skin, Left Lower Arm"", ""Skin, Right Upper Arm"", ""Skin, Right Upper Leg"", ""Skin, Back"", ""Skin, Inguinal"", ""Skin, Buttock"", Hair, ""Skin, Left Ear"", ""Skin, Right Ear"", Integumentary System and Breast","No Device, Other Method, Other Device, Autologous Tissue Substitute, Nonautologous Tissue Substitute, Synthetic Substitute","External, Open, Percutaneous, Via Natural or Artificial Opening"
SUD001,Substance use detoxification,Substance Use Disorder Treatment,Detoxification Services,None,None,None
SUD002,Pharmacotherapy for substance use,Substance Use Disorder Treatment,"Medication Management, Pharmacotherapy","Other Replacement Medication, Nicotine Replacement, Methadone Maintenance, Psychiatric Medication, Clonidine, Naloxone, Bupropion, Naltrexone, Antabuse",None,None
SUD003,Psychotherapy for substance use,Substance Use Disorder Treatment,Individual Psychotherapy,"Supportive, Psychoeducation, Behavioral, Cognitive-Behavioral, Motivational Enhancement, Cognitive, 12-Step, Interpersonal, Interactive, Psychophysiological, Confrontational",None,None
SUD004,Counseling for substance use,Substance Use Disorder Treatment,"Group Counseling, Individual Counseling, Family Counseling","Behavioral, Cognitive-Behavioral, 12-Step, Continuing Care, Interpersonal, Psychoeducation, Motivational Enhancement, Cognitive, Spiritual, Vocational, Other Family Counseling, Confrontational",None,None
URN001,Cystoscopy and ureteroscopy (including biopsy),Urinary System Procedures,"Inspection, Excision, Drainage","Bladder, Ureter, Urethra, ""Ureter, Left"", ""Ureter, Right"", Bladder Neck, Kidney, ""Kidney Pelvis, Right"", ""Kidney Pelvis, Left"", ""Kidney, Left"", ""Kidney, Right"", ""Ureters, Bilateral""",No Device,Via Natural or Artificial Opening Endoscopic
URN002,Kidney and other urinary tract biopsy (non-endoscopic),Urinary System Procedures,"Excision, Inspection, Drainage","""Kidney, Left"", ""Kidney, Right"", Bladder, Kidney, ""Ureter, Left"", ""Ureter, Right"", Urethra, ""Kidney Pelvis, Right"", ""Kidney Pelvis, Left"", Ureter, Bladder Neck, ""Ureters, Bilateral""",No Device,"Percutaneous, Open, Percutaneous Endoscopic, Via Natural or Artificial Opening, External"
URN003,Ureter and other urinary tract dilation,Urinary System Procedures,Dilation,"""Ureter, Left"", ""Ureter, Right"", ""Ureters, Bilateral"", Urethra, ""Kidney Pelvis, Left"", ""Kidney Pelvis, Right"", Bladder, Bladder Neck","Intraluminal Device, No Device","Via Natural or Artificial Opening Endoscopic, Open, Percutaneous, Via Natural or Artificial Opening, Percutaneous Endoscopic"
URN004,Removal of calculi and other matter from urinary tract,Urinary System Procedures,"Extirpation, Fragmentation","Bladder, ""Ureter, Left"", ""Ureter, Right"", ""Kidney, Left"", ""Kidney, Right"", ""Kidney Pelvis, Left"", ""Kidney Pelvis, Right"", Urethra, Bladder Neck",No Device,"Via Natural or Artificial Opening Endoscopic, Percutaneous, External, Percutaneous Endoscopic, Open, Via Natural or Artificial Opening"
URN005,Nephrostomy and ureterostomy procedures (including stents),Urinary System Procedures,"Drainage, Removal, Change, Revision","Ureter, Kidney, ""Kidney, Right"", ""Kidney, Left"", ""Kidney Pelvis, Left"", ""Kidney Pelvis, Right"", ""Ureters, Bilateral"", ""Ureter, Left"", ""Ureter, Right""","Drainage Device, Intraluminal Device, No Device","Percutaneous, Via Natural or Artificial Opening Endoscopic, External, Via Natural or Artificial Opening, Open, Percutaneous Endoscopic"
URN006,Bladder catheterization and drainage,Urinary System Procedures,"Drainage, Change, Removal, Revision","Bladder, Urethra, Bladder Neck","Drainage Device, No Device, Intraluminal Device","Via Natural or Artificial Opening, External, Via Natural or Artificial Opening Endoscopic, Percutaneous, Open, Percutaneous Endoscopic"
URN007,Urinary tract repair,Urinary System Procedures,"Repair, Supplement","Bladder, Urethra, ""Kidney Pelvis, Right"", ""Kidney Pelvis, Left"", Bladder Neck, ""Ureter, Left"", ""Ureter, Right"", ""Kidney, Left"", ""Kidney, Right""","No Device, Autologous Tissue Substitute, Synthetic Substitute, Nonautologous Tissue Substitute","Open, Percutaneous Endoscopic, Via Natural or Artificial Opening Endoscopic, External, Via Natural or Artificial Opening, Percutaneous"
URN008,Nephrectomy and ureterectomy,Urinary System Procedures,"Resection, Excision, Destruction, Extraction","""Kidney, Left"", ""Kidney, Right"", ""Ureter, Left"", ""Ureter, Right"", ""Kidneys, Bilateral"", ""Kidney Pelvis, Left"", ""Kidney Pelvis, Right""",No Device,"Percutaneous Endoscopic, Open, Via Natural or Artificial Opening Endoscopic, Percutaneous, Via Natural or Artificial Opening"
